date,Antigua and Barbuda,Australia,Bangladesh,Brazil,Chile,Czechia,Denmark,France,Indonesia,Italy,Japan,Malaysia,Mexico,Philippines,Saudi Arabia,Serbia,Slovenia,Spain,Taiwan,Thailand,United States
2020-03-17,-7.0,35.0,3.0,7.0,1.0,-24.0,-4.0,-15.0,1.0,-41.0,4.0,30.0,5.0,-21.0,-5.0,1.0,-42.0,-39.0,2.0,1.0,14.0
2020-03-18,-9.0,32.0,5.0,5.0,2.0,-21.0,-21.0,-45.0,0.0,-43.0,3.0,-14.0,3.0,-36.0,-8.0,-7.0,-41.0,-36.0,2.0,-3.0,8.0
2020-03-19,-3.0,25.0,3.0,2.0,-17.0,-22.0,-20.0,-41.0,-5.0,-44.0,6.0,-24.0,1.0,-41.0,-12.0,-12.0,-43.0,-58.0,6.0,-6.0,7.0
2020-03-20,-2.0,20.0,-2.0,0.0,-21.0,-16.0,-22.0,-42.0,-7.0,-40.0,6.0,-30.0,-3.0,-45.0,-18.0,-12.0,-41.0,-39.0,12.0,-5.0,5.0
2020-03-21,0.0,11.0,-5.0,-16.0,-31.0,-22.0,-21.0,-54.0,-5.0,-51.0,5.0,-39.0,-7.0,-48.0,-16.0,-15.0,-48.0,-53.0,8.0,-4.0,-2.0
2020-03-22,-18.0,10.0,-8.0,-33.0,-45.0,-29.0,-25.0,-64.0,-15.0,-85.0,1.0,-62.0,-13.0,-53.0,-18.0,-26.0,-92.0,-73.0,6.0,-10.0,-13.0
2020-03-23,-14.0,17.0,-7.0,-26.0,-38.0,-22.0,-20.0,-41.0,-12.0,-45.0,0.0,-49.0,-14.0,-50.0,-25.0,-36.0,-39.0,-46.0,4.0,-11.0,-10.0
2020-03-24,-9.0,4.0,-9.0,-33.0,-38.0,-20.0,-18.0,-45.0,-11.0,-48.0,3.0,-47.0,-16.0,-51.0,-22.0,-43.0,-47.0,-50.0,3.0,-8.0,-12.0
2020-03-25,-5.0,2.0,-26.0,-32.0,-36.0,-20.0,-18.0,-48.0,-20.0,-51.0,8.0,-42.0,-16.0,-51.0,-19.0,-39.0,-45.0,-51.0,2.0,-8.0,-15.0
2020-03-26,-8.0,2.0,-51.0,-29.0,-32.0,-20.0,-17.0,-46.0,-17.0,-52.0,13.0,-43.0,-17.0,-52.0,-22.0,-36.0,-50.0,-52.0,0.0,-18.0,-14.0
2020-03-27,2.0,2.0,-47.0,-26.0,-41.0,-16.0,-18.0,-46.0,-17.0,-46.0,3.0,-43.0,-17.0,-51.0,-29.0,-35.0,-44.0,-49.0,0.0,-19.0,-16.0
2020-03-28,-7.0,-9.0,-48.0,-27.0,-41.0,-19.0,-14.0,-56.0,-20.0,-54.0,1.0,-52.0,-14.0,-53.0,-24.0,-36.0,-44.0,-57.0,-6.0,-25.0,-19.0
2020-03-29,-21.0,-19.0,-46.0,-35.0,-55.0,-26.0,-22.0,-72.0,-27.0,-85.0,-7.0,-58.0,-19.0,-59.0,-24.0,-48.0,-92.0,-76.0,3.0,-27.0,-22.0
2020-03-30,-15.0,-13.0,-45.0,-26.0,-39.0,-19.0,-18.0,-47.0,-20.0,-47.0,4.0,-46.0,-15.0,-59.0,-26.0,-34.0,-49.0,-55.0,-2.0,-19.0,-18.0
2020-03-31,3.0,-13.0,-43.0,-21.0,-34.0,-18.0,-4.0,-38.0,-16.0,-42.0,7.0,-45.0,-15.0,-57.0,-26.0,-26.0,-49.0,-55.0,1.0,-14.0,-16.0
2020-04-01,15.0,-13.0,-44.0,-19.0,-32.0,-16.0,-12.0,-39.0,-10.0,-41.0,-5.0,-48.0,-13.0,-58.0,-26.0,-32.0,-51.0,-53.0,2.0,-16.0,-11.0
2020-04-02,-75.0,-13.0,-49.0,-17.0,-36.0,-15.0,-13.0,-36.0,-13.0,-40.0,6.0,-48.0,-12.0,-58.0,-26.0,-37.0,-47.0,-52.0,8.0,-18.0,-11.0
2020-04-03,-68.0,-7.0,-46.0,-14.0,-36.0,-12.0,-10.0,-38.0,-17.0,-37.0,6.0,-49.0,-11.0,-58.0,-32.0,-29.0,-42.0,-48.0,10.0,-19.0,-12.0
2020-04-04,-63.0,-14.0,-46.0,-13.0,-38.0,-16.0,-8.0,-45.0,-20.0,-48.0,6.0,-55.0,-11.0,-58.0,-28.0,-48.0,-45.0,-56.0,-6.0,-21.0,-15.0
2020-04-05,-55.0,-18.0,-44.0,-24.0,-49.0,-13.0,-12.0,-62.0,-24.0,-82.0,2.0,-58.0,-19.0,-62.0,-24.0,-97.0,-91.0,-77.0,-7.0,-23.0,-20.0
2020-04-06,-59.0,-12.0,-49.0,-14.0,-37.0,-12.0,-5.0,-37.0,-20.0,-39.0,7.0,-44.0,-15.0,-57.0,-25.0,-30.0,-40.0,-51.0,-3.0,-17.0,-16.0
2020-04-07,-53.0,-10.0,-50.0,-8.0,-35.0,-1.0,4.0,-35.0,-16.0,-38.0,6.0,-43.0,-18.0,-54.0,-38.0,-29.0,-41.0,-41.0,5.0,-17.0,-14.0
2020-04-08,-50.0,-6.0,-51.0,-7.0,-34.0,7.0,11.0,-37.0,-17.0,-37.0,2.0,-44.0,-13.0,-50.0,-38.0,-31.0,-39.0,-31.0,-1.0,-21.0,-15.0
2020-04-09,-34.0,15.0,-54.0,11.0,-29.0,23.0,-16.0,-32.0,-13.0,-32.0,2.0,-42.0,-16.0,-65.0,-37.0,-23.0,-32.0,-66.0,2.0,-21.0,-13.0
2020-04-10,-95.0,-55.0,-56.0,-38.0,-56.0,-22.0,-36.0,-34.0,-28.0,-27.0,4.0,-46.0,-30.0,-78.0,-44.0,-9.0,-29.0,-90.0,7.0,-18.0,-13.0
2020-04-11,-45.0,-2.0,-55.0,-5.0,-51.0,4.0,4.0,-39.0,-24.0,-42.0,4.0,-49.0,-26.0,-60.0,-36.0,-97.0,-39.0,-44.0,0.0,-21.0,-7.0
2020-04-12,-52.0,-38.0,-54.0,-25.0,-57.0,1.0,-20.0,-58.0,-27.0,-94.0,-9.0,-55.0,-29.0,-62.0,-34.0,-97.0,-91.0,-74.0,1.0,-22.0,-39.0
2020-04-13,-69.0,-23.0,-53.0,-19.0,-40.0,-90.0,-30.0,-80.0,-19.0,-93.0,-15.0,-41.0,-20.0,-53.0,-38.0,-18.0,-94.0,-65.0,3.0,-22.0,-22.0
2020-04-14,-52.0,-7.0,-55.0,-20.0,-38.0,1.0,4.0,-22.0,-19.0,-41.0,5.0,-44.0,-19.0,-52.0,-40.0,-19.0,-37.0,-41.0,3.0,-17.0,-16.0
2020-04-15,-46.0,-10.0,-56.0,-17.0,-36.0,-7.0,-5.0,-32.0,-19.0,-38.0,7.0,-46.0,-13.0,-53.0,-39.0,-10.0,-35.0,-46.0,1.0,-17.0,-13.0
2020-04-16,-48.0,-8.0,-54.0,-14.0,-38.0,-6.0,-4.0,-31.0,-18.0,-37.0,5.0,-42.0,-15.0,-54.0,-39.0,-9.0,-35.0,-46.0,-1.0,-19.0,-13.0
2020-04-17,-47.0,-4.0,-54.0,-11.0,-36.0,-2.0,-6.0,-33.0,-23.0,-34.0,4.0,-44.0,-18.0,-56.0,-45.0,-9.0,-29.0,-45.0,2.0,-19.0,-17.0
2020-04-18,-50.0,-11.0,-55.0,-15.0,-40.0,-3.0,-5.0,-46.0,-25.0,-48.0,-14.0,-56.0,-23.0,-61.0,-42.0,-97.0,-31.0,-54.0,2.0,-21.0,-15.0
2020-04-19,-50.0,-17.0,-53.0,-23.0,-49.0,-11.0,-12.0,-65.0,-26.0,-82.0,-3.0,-58.0,-28.0,-66.0,-39.0,-97.0,-90.0,-76.0,1.0,-23.0,-19.0
2020-04-20,-50.0,-14.0,-54.0,-11.0,-40.0,-6.0,-5.0,-40.0,-19.0,-48.0,-8.0,-45.0,-25.0,-58.0,-40.0,-96.0,-33.0,-56.0,3.0,-16.0,-16.0
2020-04-21,-50.0,-13.0,-53.0,-37.0,-39.0,-4.0,-2.0,-37.0,-19.0,-45.0,1.0,-44.0,-28.0,-60.0,-39.0,-19.0,-36.0,-51.0,-1.0,-17.0,-14.0
2020-04-22,-49.0,-12.0,-53.0,-15.0,-38.0,-4.0,-4.0,-38.0,-16.0,-45.0,-4.0,-44.0,-27.0,-62.0,-37.0,-23.0,-34.0,-47.0,-1.0,-20.0,-14.0
2020-04-23,-33.0,-9.0,-53.0,-17.0,-40.0,-2.0,-3.0,-34.0,-10.0,-40.0,-3.0,-37.0,-28.0,-62.0,-29.0,-23.0,-31.0,-51.0,-5.0,-21.0,-14.0
2020-04-24,-36.0,-2.0,-50.0,-14.0,-40.0,-2.0,-5.0,-35.0,-30.0,-27.0,-1.0,-44.0,-28.0,-63.0,-41.0,5.0,-26.0,-46.0,1.0,-17.0,-16.0
2020-04-25,-40.0,-28.0,-54.0,-14.0,-39.0,-4.0,-3.0,-43.0,-29.0,-86.0,-3.0,-50.0,-27.0,-62.0,-43.0,-96.0,-17.0,-52.0,2.0,-22.0,-11.0
2020-04-26,-43.0,-3.0,-56.0,-22.0,-48.0,-6.0,-12.0,-58.0,-34.0,-74.0,-9.0,-54.0,-31.0,-69.0,-39.0,-96.0,-88.0,-66.0,-1.0,-19.0,-16.0
2020-04-27,-39.0,-10.0,-53.0,-19.0,-41.0,-3.0,-9.0,-36.0,-28.0,-34.0,-5.0,-42.0,-28.0,-60.0,-35.0,-7.0,-92.0,-50.0,0.0,-15.0,-13.0
